fromCurrency,timeStamp,regularMarketPrice,regularMarketChange,regularMarketChangePercent,simpleMovingAVG,regularMarketTime,regularMarketDayLow,regularMarketDayHigh,regularMarketDayRange,regularMarketVolume,volume24Hr,volumeAllCurrencies,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,priceHint,circulatingSupply
BTC,"Sun, 15 May 2022 05:38:34 GMT",29584.227,169.16016,0.57507324,38462.079666666665,1652593020,29544.045,30166.775,29544.045 - 30166.775,27381557248,27381557248,27381557248,29403207052,48218086401,3233.7363,0.12272016,26350.49 - 68789.625,-39205.4,-0.56993186,26350.49,68789.625,40222.727,-10638.5,-0.26448977,45579.285,-15995.059,-0.35092825,563289718784,2,19040206
BTC,"Sun, 15 May 2022 05:36:33 GMT",29597.871,246.2168,0.83884853,38466.627666666667,1652592900,29544.045,30166.775,29544.045 - 30166.775,27420237824,27420237824,27420237824,29403207052,48218086401,3247.3809,0.12323797,26350.49 - 68789.625,-39191.754,-0.5697335,26350.49,68789.625,40222.727,-10624.855,-0.26415056,45579.285,-15981.414,-0.35062888,563549569024,2,19040206
BTC,"Sun, 15 May 2022 05:24:26 GMT",29577.783,182.75586,0.6217237,38459.931666666656,1652592180,29544.045,30166.775,29544.045 - 30166.775,27381428224,27381428224,27381428224,29403207052,48218086401,3227.293,0.12247563,26350.49 - 68789.625,-39211.844,-0.57002556,26350.49,68789.625,40222.727,-10644.943,-0.26464996,45579.285,-16001.502,-0.3510696,563167100928,2,19040206
BTC,"Sun, 15 May 2022 05:31:30 GMT",29585.195,206.22266,0.70194435,38462.402333333332,1652592600,29544.045,30166.775,29544.045 - 30166.775,27421589504,27421589504,27421589504,29403207052,48218086401,3234.705,0.12275692,26350.49 - 68789.625,-39204.43,-0.5699178,26350.49,68789.625,40222.727,-10637.531,-0.2644657,45579.285,-15994.09,-0.350907,563308199936,2,19040206
BTC,"Sun, 15 May 2022 05:33:31 GMT",29612.895,230.91211,0.785896,38471.635666666669,1652592720,29544.045,30166.775,29544.045 - 30166.775,27428911104,27428911104,27428911104,29403207052,48218086401,3262.4043,0.12380811,26350.49 - 68789.625,-39176.73,-0.5695151,26350.49,68789.625,40222.727,-10609.832,-0.26377705,45579.285,-15966.391,-0.35029927,563835633664,2,19040206
BTC,"Sun, 15 May 2022 05:28:28 GMT",29581.469,183.73242,0.6249865,38461.160333333333,1652592420,29544.045,30166.775,29544.045 - 30166.775,27409235968,27409235968,27409235968,29403207052,48218086401,3230.9785,0.1226155,26350.49 - 68789.625,-39208.156,-0.5699719,26350.49,68789.625,40222.727,-10641.258,-0.26455835,45579.285,-15997.816,-0.35098875,563237289984,2,19040206
BTC,"Sun, 15 May 2022 05:32:30 GMT",29604.613,224.52734,0.7642114,38468.875,1652592660,29544.045,30166.775,29544.045 - 30166.775,27424184320,27424184320,27424184320,29403207052,48218086401,3254.123,0.123493835,26350.49 - 68789.625,-39185.01,-0.5696355,26350.49,68789.625,40222.727,-10618.113,-0.26398292,45579.285,-15974.672,-0.35048097,563677954048,2,19040206
BTC,"Sun, 15 May 2022 05:25:26 GMT",29584.4,187.88477,0.6391348,38462.137333333339,1652592240,29544.045,30166.775,29544.045 - 30166.775,27382136832,27382136832,27382136832,29403207052,48218086401,3233.9102,0.12272675,26350.49 - 68789.625,-39205.227,-0.56992936,26350.49,68789.625,40222.727,-10638.326,-0.26448545,45579.285,-15994.885,-0.35092443,563293061120,2,19040206
BTC,"Sun, 15 May 2022 05:29:59 GMT",29585.23,201.39062,0.68538517,38462.414,1652592540,29544.045,30166.775,29544.045 - 30166.775,27419162624,27419162624,27419162624,29403207052,48218086401,3234.7402,0.122758254,26350.49 - 68789.625,-39204.395,-0.56991726,26350.49,68789.625,40222.727,-10637.496,-0.26446483,45579.285,-15994.055,-0.35090622,563308855296,2,19040206
BTC,"Sun, 15 May 2022 05:30:29 GMT",29585.23,201.39062,0.68538517,38462.414,1652592540,29544.045,30166.775,29544.045 - 30166.775,27419162624,27419162624,27419162624,29403207052,48218086401,3234.7402,0.122758254,26350.49 - 68789.625,-39204.395,-0.56991726,26350.49,68789.625,40222.727,-10637.496,-0.26446483,45579.285,-15994.055,-0.35090622,563308855296,2,19040206
BTC,"Sun, 15 May 2022 05:34:31 GMT",29613.967,237.95703,0.81003875,38471.993,1652592780,29544.045,30166.775,29544.045 - 30166.775,27421390848,27421390848,27421390848,29403207052,48218086401,3263.4766,0.123848796,26350.49 - 68789.625,-39175.656,-0.5694995,26350.49,68789.625,40222.727,-10608.76,-0.26375037,45579.285,-15965.318,-0.35027575,563856015360,2,19040206
BTC,"Sun, 15 May 2022 05:26:57 GMT",29596.023,186.36719,0.63369477,38466.011666666665,1652592360,29544.045,30166.775,29544.045 - 30166.775,27414853632,27414853632,27414853632,29403207052,48218086401,3245.5332,0.12316785,26350.49 - 68789.625,-39193.6,-0.5697604,26350.49,68789.625,40222.727,-10626.703,-0.2641965,45579.285,-15983.262,-0.3506694,563514376192,2,19040206
BTC,"Sun, 15 May 2022 05:27:27 GMT",29596.023,186.36719,0.63369477,38466.011666666665,1652592360,29544.045,30166.775,29544.045 - 30166.775,27414853632,27414853632,27414853632,29403207052,48218086401,3245.5332,0.12316785,26350.49 - 68789.625,-39193.6,-0.5697604,26350.49,68789.625,40222.727,-10626.703,-0.2641965,45579.285,-15983.262,-0.3506694,563514376192,2,19040206
BTC,"Sun, 15 May 2022 05:26:27 GMT",29593.648,183.22656,0.6229967,38465.22,1652592300,29544.045,30166.775,29544.045 - 30166.775,27406899200,27406899200,27406899200,29403207052,48218086401,3243.1582,0.12307772,26350.49 - 68789.625,-39195.977,-0.5697949,26350.49,68789.625,40222.727,-10629.078,-0.26425552,45579.285,-15985.637,-0.35072154,563469156352,2,19040206
BTC,"Sun, 15 May 2022 05:29:29 GMT",29573.936,191.41406,0.6514491,38458.649333333335,1652592480,29544.045,30166.775,29544.045 - 30166.775,27411599360,27411599360,27411599360,29403207052,48218086401,3223.4453,0.122329615,26350.49 - 68789.625,-39215.688,-0.5700814,26350.49,68789.625,40222.727,-10648.791,-0.26474562,45579.285,-16005.35,-0.35115403,563093831680,2,19040206
BTC,"Sun, 15 May 2022 05:35:32 GMT",29605.816,241.48828,0.8223925,38469.276000000005,1652592840,29544.045,30166.775,29544.045 - 30166.775,27430246400,27430246400,27430246400,29403207052,48218086401,3255.3262,0.12353949,26350.49 - 68789.625,-39183.81,-0.569618,26350.49,68789.625,40222.727,-10616.91,-0.26395303,45579.285,-15973.469,-0.35045457,563700826112,2,19040206
BTC,"Sun, 15 May 2022 05:37:33 GMT",29592.803,214.61523,0.73052144,38464.938333333332,1652592960,29544.045,30166.775,29544.045 - 30166.775,27409657856,27409657856,27409657856,29403207052,48218086401,3242.3125,0.12304562,26350.49 - 68789.625,-39196.82,-0.5698072,26350.49,68789.625,40222.727,-10629.924,-0.26427656,45579.285,-15986.482,-0.35074008,563453034496,2,19040206
BTC,"Sun, 15 May 2022 06:00:47 GMT",29781.1,342.76562,1.1643512,38527.704,1652594340,29544.045,30166.775,29544.045 - 30166.775,27597688832,27597688832,27597688832,29403207052,48218086401,3430.6094,0.13019148,26350.49 - 68789.625,-39008.523,-0.5670699,26350.49,68789.625,40222.727,-10441.627,-0.25959522,45579.285,-15798.186,-0.3466089,567038246912,2,19040206
BTC,"Sun, 15 May 2022 06:01:47 GMT",29774.13,334.25195,1.1353755,38525.380666666671,1652594400,29544.045,30166.775,29544.045 - 30166.775,27604058112,27604058112,27604058112,29403207052,48218086401,3423.6406,0.12992702,26350.49 - 68789.625,-39015.492,-0.56717116,26350.49,68789.625,40222.727,-10448.596,-0.25976846,45579.285,-15805.154,-0.3467618,566905602048,2,19040206
BTC,"Sun, 15 May 2022 06:02:48 GMT",29777.44,352.60938,1.1983445,38526.484,1652594460,29544.045,30166.775,29544.045 - 30166.775,27594743808,27594743808,27594743808,29403207052,48218086401,3426.9492,0.13005258,26350.49 - 68789.625,-39012.188,-0.5671231,26350.49,68789.625,40222.727,-10445.287,-0.2596862,45579.285,-15801.846,-0.3466892,566968582144,2,19040206
BTC,"Sun, 15 May 2022 06:03:49 GMT",29779.002,367.14844,1.2483038,38527.004666666668,1652594520,29544.045,30166.775,29544.045 - 30166.775,27580514304,27580514304,27580514304,29403207052,48218086401,3428.5117,0.13011187,26350.49 - 68789.625,-39010.625,-0.5671004,26350.49,68789.625,40222.727,-10443.725,-0.25964737,45579.285,-15800.283,-0.34665492,566998335488,2,19040206
BTC,"Sun, 15 May 2022 06:04:49 GMT",29783.621,375.33594,1.2762944,38528.544333333331,1652594580,29544.045,30166.775,29544.045 - 30166.775,27582523392,27582523392,27582523392,29403207052,48218086401,3433.1309,0.13028717,26350.49 - 68789.625,-39006.004,-0.56703323,26350.49,68789.625,40222.727,-10439.105,-0.2595325,45579.285,-15795.664,-0.34655356,567086284800,2,19040206
BTC,"Sun, 15 May 2022 06:05:50 GMT",29809.86,403.30078,1.3714634,38537.290666666668,1652594640,29544.045,30166.775,29544.045 - 30166.775,27575033856,27575033856,27575033856,29403207052,48218086401,3459.3691,0.13128291,26350.49 - 68789.625,-38979.766,-0.5666518,26350.49,68789.625,40222.727,-10412.867,-0.2588802,45579.285,-15769.426,-0.3459779,567585865728,2,19040206
BTC,"Sun, 15 May 2022 05:52:42 GMT",29760.53,301.73047,1.0242448,38520.847333333331,1652593860,29544.045,30166.775,29544.045 - 30166.775,27541807104,27541807104,27541807104,29403207052,48218086401,3410.039,0.12941083,26350.49 - 68789.625,-39029.094,-0.5673689,26350.49,68789.625,40222.727,-10462.197,-0.26010662,45579.285,-15818.756,-0.3470602,566646603776,2,19040206
BTC,"Sun, 15 May 2022 05:53:43 GMT",29765.68,316.45703,1.0745836,38522.564000000006,1652593920,29544.045,30166.775,29544.045 - 30166.775,27547949056,27547949056,27547949056,29403207052,48218086401,3415.1895,0.12960629,26350.49 - 68789.625,-39023.945,-0.56729406,26350.49,68789.625,40222.727,-10457.047,-0.25997856,45579.285,-15813.605,-0.3469472,566744645632,2,19040206
BTC,"Sun, 15 May 2022 05:57:45 GMT",29756.633,334.13867,1.1356608,38519.548333333332,1652594160,29544.045,30166.775,29544.045 - 30166.775,27562074112,27562074112,27562074112,29403207052,48218086401,3406.1426,0.12926297,26350.49 - 68789.625,-39032.992,-0.56742555,26350.49,68789.625,40222.727,-10466.094,-0.26020348,45579.285,-15822.652,-0.34714568,566572417024,2,19040206
BTC,"Sun, 15 May 2022 05:58:45 GMT",29774.562,343.39844,1.1667794,38525.524666666672,1652594220,29544.045,30166.775,29544.045 - 30166.775,27581569024,27581569024,27581569024,29403207052,48218086401,3424.0723,0.1299434,26350.49 - 68789.625,-39015.062,-0.5671649,26350.49,68789.625,40222.727,-10448.164,-0.25975773,45579.285,-15804.723,-0.34675232,566913794048,2,19040206
BTC,"Sun, 15 May 2022 05:59:46 GMT",29793.615,350.81445,1.1915042,38531.875666666667,1652594280,29544.045,30166.775,29544.045 - 30166.775,27597568000,27597568000,27597568000,29403207052,48218086401,3443.125,0.13066645,26350.49 - 68789.625,-38996.008,-0.5668879,26350.49,68789.625,40222.727,-10429.111,-0.25928405,45579.285,-15785.67,-0.3463343,567276601344,2,19040206
BTC,"Sun, 15 May 2022 05:54:43 GMT",29757.236,314.86133,1.0694175,38519.749333333333,1652593980,29544.045,30166.775,29544.045 - 30166.775,27567831040,27567831040,27567831040,29403207052,48218086401,3406.746,0.12928587,26350.49 - 68789.625,-39032.39,-0.56741685,26350.49,68789.625,40222.727,-10465.49,-0.2601885,45579.285,-15822.049,-0.34713244,566583885824,2,19040206
BTC,"Sun, 15 May 2022 05:55:44 GMT",29753.592,317.45703,1.0784686,38518.534666666666,1652594040,29544.045,30166.775,29544.045 - 30166.775,27552104448,27552104448,27552104448,29403207052,48218086401,3403.1016,0.12914756,26350.49 - 68789.625,-39036.03,-0.5674698,26350.49,68789.625,40222.727,-10469.135,-0.2602791,45579.285,-15825.693,-0.3472124,566514548736,2,19040206
BTC,"Sun, 15 May 2022 05:56:44 GMT",29754.355,333.46094,1.133423,38518.789,1652594100,29544.045,30166.775,29544.045 - 30166.775,27568721920,27568721920,27568721920,29403207052,48218086401,3403.8652,0.12917654,26350.49 - 68789.625,-39035.27,-0.5674587,26350.49,68789.625,40222.727,-10468.371,-0.2602601,45579.285,-15824.93,-0.34719566,566529097728,2,19040206
BTC,"Sun, 15 May 2022 05:48:40 GMT",29713.893,274.26953,0.93163466,38505.301666666666,1652593620,29544.045,30166.775,29544.045 - 30166.775,27478587392,27478587392,27478587392,29403207052,48218086401,3363.4023,0.12764098,26350.49 - 68789.625,-39075.734,-0.5680469,26350.49,68789.625,40222.727,-10508.834,-0.26126608,45579.285,-15865.393,-0.3480834,565758656512,2,19040206
BTC,"Sun, 15 May 2022 05:49:40 GMT",29723.402,276.14844,0.93777454,38508.471333333335,1652593680,29544.045,30166.775,29544.045 - 30166.775,27489228800,27489228800,27489228800,29403207052,48218086401,3372.912,0.12800187,26350.49 - 68789.625,-39066.223,-0.56790864,26350.49,68789.625,40222.727,-10499.324,-0.26102966,45579.285,-15855.883,-0.34787476,565939666944,2,19040206
BTC,"Sun, 15 May 2022 05:50:41 GMT",29760.43,293.3418,0.9954905,38520.814000000006,1652593740,29544.045,30166.775,29544.045 - 30166.775,27524628480,27524628480,27524628480,29403207052,48218086401,3409.9395,0.12940706,26350.49 - 68789.625,-39029.195,-0.56737036,26350.49,68789.625,40222.727,-10462.297,-0.2601091,45579.285,-15818.855,-0.34706238,566644703232,2,19040206
BTC,"Sun, 15 May 2022 05:42:36 GMT",29605.645,195.35742,0.66424316,38469.219000000005,1652593260,29544.045,30166.775,29544.045 - 30166.775,27389173760,27389173760,27389173760,29403207052,48218086401,3255.1543,0.123532966,26350.49 - 68789.625,-39183.98,-0.5696205,26350.49,68789.625,40222.727,-10617.082,-0.2639573,45579.285,-15973.641,-0.35045835,563697549312,2,19040206
BTC,"Sun, 15 May 2022 05:43:37 GMT",29616.096,205.88477,0.70005035,38472.702666666672,1652593320,29544.045,30166.775,29544.045 - 30166.775,27388749824,27388749824,27388749824,29403207052,48218086401,3265.6055,0.12392959,26350.49 - 68789.625,-39173.53,-0.5694686,26350.49,68789.625,40222.727,-10606.631,-0.26369748,45579.285,-15963.189,-0.35022905,563896582144,2,19040206
BTC,"Sun, 15 May 2022 05:44:37 GMT",29663.477,238.95703,0.8121044,38488.496333333336,1652593380,29544.045,30166.775,29544.045 - 30166.775,27442860032,27442860032,27442860032,29403207052,48218086401,3312.9863,0.1257277,26350.49 - 68789.625,-39126.15,-0.56877977,26350.49,68789.625,40222.727,-10559.25,-0.2625195,45579.285,-15915.809,-0.34918952,564798685184,2,19040206
BTC,"Sun, 15 May 2022 05:39:34 GMT",29593.615,175.06055,0.5950631,38465.209,1652593080,29544.045,30166.775,29544.045 - 30166.775,27388325888,27388325888,27388325888,29403207052,48218086401,3243.125,0.12307646,26350.49 - 68789.625,-39196.008,-0.56979537,26350.49,68789.625,40222.727,-10629.111,-0.26425636,45579.285,-15985.67,-0.35072225,563468500992,2,19040206
BTC,"Sun, 15 May 2022 05:40:35 GMT",29598.844,181.2832,0.616246,38466.952,1652593140,29544.045,30166.775,29544.045 - 30166.775,27390062592,27390062592,27390062592,29403207052,48218086401,3248.3535,0.12327488,26350.49 - 68789.625,-39190.78,-0.5697194,26350.49,68789.625,40222.727,-10623.883,-0.26412636,45579.285,-15980.441,-0.35060754,563568050176,2,19040206
BTC,"Sun, 15 May 2022 05:41:36 GMT",29606.135,193.6836,0.65851384,38469.382333333335,1652593200,29544.045,30166.775,29544.045 - 30166.775,27393550336,27393550336,27393550336,29403207052,48218086401,3255.6445,0.12355157,26350.49 - 68789.625,-39183.492,-0.5696134,26350.49,68789.625,40222.727,-10616.592,-0.2639451,45579.285,-15973.15,-0.3504476,563706920960,2,19040206
BTC,"Sun, 15 May 2022 05:51:41 GMT",29761.586,307.29102,1.0432804,38521.19933333333,1652593800,29544.045,30166.775,29544.045 - 30166.775,27542142976,27542142976,27542142976,29403207052,48218086401,3411.0957,0.12945093,26350.49 - 68789.625,-39028.04,-0.56735355,26350.49,68789.625,40222.727,-10461.141,-0.26008034,45579.285,-15817.699,-0.34703702,566666723328,2,19040206
BTC,"Sun, 15 May 2022 05:45:38 GMT",29664.926,240.26367,0.81653017,38488.979333333329,1652593440,29544.045,30166.775,29544.045 - 30166.775,27437080576,27437080576,27437080576,29403207052,48218086401,3314.4355,0.12578268,26350.49 - 68789.625,-39124.7,-0.5687587,26350.49,68789.625,40222.727,-10557.801,-0.26248348,45579.285,-15914.359,-0.34915772,564826275840,2,19040206
BTC,"Sun, 15 May 2022 05:46:38 GMT",29672.031,230.79883,0.7839266,38491.347666666668,1652593500,29544.045,30166.775,29544.045 - 30166.775,27447990272,27447990272,27447990272,29403207052,48218086401,3321.541,0.12605233,26350.49 - 68789.625,-39117.594,-0.56865543,26350.49,68789.625,40222.727,-10550.695,-0.2623068,45579.285,-15907.254,-0.34900182,564961607680,2,19040206
BTC,"Sun, 15 May 2022 05:47:39 GMT",29714.994,277.87695,0.94396615,38505.668666666665,1652593560,29544.045,30166.775,29544.045 - 30166.775,27480918016,27480918016,27480918016,29403207052,48218086401,3364.504,0.12768278,26350.49 - 68789.625,-39074.633,-0.5680309,26350.49,68789.625,40222.727,-10507.732,-0.2612387,45579.285,-15864.291,-0.34805924,565779628032,2,19040206
BTC,"Sun, 15 May 2022 05:22:24 GMT",29570.078,183.10156,0.62307274,38457.363333333335,1652592060,29544.045,30166.775,29544.045 - 30166.775,27406798848,27406798848,27406798848,29403207052,48218086401,3219.588,0.122183226,26350.49 - 68789.625,-39219.547,-0.5701375,26350.49,68789.625,40222.727,-10652.648,-0.26484153,45579.285,-16009.207,-0.35123867,563020365824,2,19040206
BTC,"Sun, 15 May 2022 05:15:51 GMT",29544.045,172.11523,0.5859901,38448.685666666657,1652591640,29544.045,30166.775,29544.045 - 30166.775,27407562752,27407562752,27407562752,29403207052,48218086401,3193.5547,0.121195264,26350.49 - 68789.625,-39245.58,-0.57051593,26350.49,68789.625,40222.727,-10678.682,-0.26548874,45579.285,-16035.24,-0.35180983,562524717056,2,19040206
BTC,"Sun, 15 May 2022 05:14:50 GMT",29544.045,172.11523,0.5859901,38448.685666666657,1652591640,29544.045,30166.775,29544.045 - 30166.775,27407562752,27407562752,27407562752,29403207052,48218086401,3193.5547,0.121195264,26350.49 - 68789.625,-39245.58,-0.57051593,26350.49,68789.625,40222.727,-10678.682,-0.26548874,45579.285,-16035.24,-0.35180983,562524717056,2,19040206
BTC,"Sun, 15 May 2022 05:17:52 GMT",29553.791,157.92578,0.5372358,38451.934333333331,1652591820,29544.045,30166.775,29544.045 - 30166.775,27409471488,27409471488,27409471488,29403207052,48218086401,3203.3008,0.12156513,26350.49 - 68789.625,-39235.836,-0.5703743,26350.49,68789.625,40222.727,-10668.936,-0.26524645,45579.285,-16025.494,-0.351596,562710249472,2,19040206
BTC,"Sun, 15 May 2022 05:18:22 GMT",29553.791,157.92578,0.5372358,38451.934333333331,1652591820,29544.045,30166.775,29544.045 - 30166.775,27409471488,27409471488,27409471488,29403207052,48218086401,3203.3008,0.12156513,26350.49 - 68789.625,-39235.836,-0.5703743,26350.49,68789.625,40222.727,-10668.936,-0.26524645,45579.285,-16025.494,-0.351596,562710249472,2,19040206
BTC,"Sun, 15 May 2022 05:16:21 GMT",29547.781,182.35547,0.62098825,38449.931,1652591700,29544.045,30166.775,29544.045 - 30166.775,27409774592,27409774592,27409774592,29403207052,48218086401,3197.291,0.12133706,26350.49 - 68789.625,-39241.844,-0.5704617,26350.49,68789.625,40222.727,-10674.945,-0.26539588,45579.285,-16031.504,-0.35172784,562595823616,2,19040206
BTC,"Sun, 15 May 2022 05:23:55 GMT",29577.783,182.75586,0.6217237,38459.931666666656,1652592180,29544.045,30166.775,29544.045 - 30166.775,27381428224,27381428224,27381428224,29403207052,48218086401,3227.293,0.12247563,26350.49 - 68789.625,-39211.844,-0.57002556,26350.49,68789.625,40222.727,-10644.943,-0.26464996,45579.285,-16001.502,-0.3510696,563167100928,2,19040206
BTC,"Sun, 15 May 2022 05:17:22 GMT",29562.582,174.25,0.5929178,38454.864666666668,1652591760,29544.045,30166.775,29544.045 - 30166.775,27426607104,27426607104,27426607104,29403207052,48218086401,3212.0918,0.12189875,26350.49 - 68789.625,-39227.043,-0.5702465,26350.49,68789.625,40222.727,-10660.145,-0.26502788,45579.285,-16016.703,-0.35140312,562877628416,2,19040206
BTC,"Sun, 15 May 2022 05:20:54 GMT",29566.275,176.63672,0.6010228,38456.095666666668,1652592000,29544.045,30166.775,29544.045 - 30166.775,27402647552,27402647552,27402647552,29403207052,48218086401,3215.7852,0.12203891,26350.49 - 68789.625,-39223.35,-0.5701928,26350.49,68789.625,40222.727,-10656.451,-0.26493606,45579.285,-16013.01,-0.35132208,562947948544,2,19040206
BTC,"Sun, 15 May 2022 05:21:24 GMT",29566.275,176.63672,0.6010228,38456.095666666668,1652592000,29544.045,30166.775,29544.045 - 30166.775,27402647552,27402647552,27402647552,29403207052,48218086401,3215.7852,0.12203891,26350.49 - 68789.625,-39223.35,-0.5701928,26350.49,68789.625,40222.727,-10656.451,-0.26493606,45579.285,-16013.01,-0.35132208,562947948544,2,19040206
BTC,"Sun, 15 May 2022 05:23:25 GMT",29568.508,185.0625,0.62982017,38456.84,1652592120,29544.045,30166.775,29544.045 - 30166.775,27378290688,27378290688,27378290688,29403207052,48218086401,3218.0176,0.12212363,26350.49 - 68789.625,-39221.117,-0.5701603,26350.49,68789.625,40222.727,-10654.219,-0.26488057,45579.285,-16010.777,-0.35127312,562990481408,2,19040206
BTC,"Sun, 15 May 2022 05:20:23 GMT",29571.734,167.4043,0.5693216,38457.915333333331,1652591940,29544.045,30166.775,29544.045 - 30166.775,27411308544,27411308544,27411308544,29403207052,48218086401,3221.2441,0.12224608,26350.49 - 68789.625,-39217.89,-0.5701135,26350.49,68789.625,40222.727,-10650.992,-0.26480034,45579.285,-16007.551,-0.3512023,563051888640,2,19040206
BTC,"Sun, 15 May 2022 05:19:23 GMT",29562.432,165.86328,0.564233,38454.814666666665,1652591880,29544.045,30166.775,29544.045 - 30166.775,27412733952,27412733952,27412733952,29403207052,48218086401,3211.9414,0.12189304,26350.49 - 68789.625,-39227.195,-0.5702487,26350.49,68789.625,40222.727,-10660.295,-0.26503164,45579.285,-16016.854,-0.35140643,562874744832,2,19040206
BTC,"Sun, 15 May 2022 05:14:20 GMT",29537.674,167.46289,0.5701748,38446.562,1652591580,29537.674,30166.775,29537.674 - 30166.775,27409657856,27409657856,27409657856,29403207052,48218086401,3187.1836,0.120953485,26350.49 - 68789.625,-39251.953,-0.5706086,26350.49,68789.625,40222.727,-10685.053,-0.26564714,45579.285,-16041.611,-0.3519496,562403409920,2,19040206
BTC,"Sun, 15 May 2022 05:10:48 GMT",29547.566,236.52539,0.8069472,38449.859333333327,1652591340,29547.566,30166.775,29547.566 - 30166.775,27477569536,27477569536,27477569536,29403207052,48218086401,3197.0762,0.121328905,26350.49 - 68789.625,-39242.06,-0.5704648,26350.49,68789.625,40222.727,-10675.16,-0.2654012,45579.285,-16031.719,-0.35173255,562591760384,2,19040206
BTC,"Sun, 15 May 2022 05:12:19 GMT",29531.162,199.54102,0.68029535,38444.391333333333,1652591460,29531.162,30166.775,29531.162 - 30166.775,27426131968,27426131968,27426131968,29403207052,48218086401,3180.6719,0.120706365,26350.49 - 68789.625,-39258.46,-0.5707032,26350.49,68789.625,40222.727,-10691.564,-0.26580903,45579.285,-16048.123,-0.35209247,562279415808,2,19040206
BTC,"Sun, 15 May 2022 05:13:50 GMT",29538.008,193.73633,0.66021395,38446.673333333332,1652591520,29538.008,30166.775,29538.008 - 30166.775,27425951744,27425951744,27425951744,29403207052,48218086401,3187.5176,0.12096616,26350.49 - 68789.625,-39251.617,-0.5706037,26350.49,68789.625,40222.727,-10684.719,-0.26563886,45579.285,-16041.277,-0.35194227,562409766912,2,19040206
BTC,"Sun, 15 May 2022 05:11:48 GMT",29527.74,206.65234,0.7047889,38443.250666666667,1652591400,29527.74,30166.775,29527.74 - 30166.775,27425726464,27425726464,27425726464,29403207052,48218086401,3177.25,0.1205765,26350.49 - 68789.625,-39261.883,-0.570753,26350.49,68789.625,40222.727,-10694.986,-0.26589411,45579.285,-16051.545,-0.35216755,562214273024,2,19040206
BTC,"Sun, 15 May 2022 05:09:47 GMT",29547.33,234,0.7982781,38449.780666666666,1652591280,29547.33,30166.775,29547.33 - 30166.775,27477239808,27477239808,27477239808,29403207052,48218086401,3196.8398,0.121319935,26350.49 - 68789.625,-39242.297,-0.57046825,26350.49,68789.625,40222.727,-10675.396,-0.2654071,45579.285,-16031.955,-0.35173774,562587238400,2,19040206
BTC,"Sun, 15 May 2022 05:08:47 GMT",29555.3,249.76758,0.8522885,38452.437333333335,1652591220,29555.3,30166.775,29555.3 - 30166.775,27487436800,27487436800,27487436800,29403207052,48218086401,3204.8105,0.12162243,26350.49 - 68789.625,-39234.324,-0.5703524,26350.49,68789.625,40222.727,-10667.426,-0.26520893,45579.285,-16023.984,-0.35156286,562739019776,2,19040206
BTC,"Sun, 15 May 2022 04:44:33 GMT",29567.004,193.8086,0.6598139,38456.33866666667,1652589780,29567.004,30166.775,29567.004 - 30166.775,27706220544,27706220544,27706220544,29403207052,48218086401,3216.5137,0.12206656,26350.49 - 68789.625,-39222.62,-0.5701822,26350.49,68789.625,40222.727,-10655.723,-0.26491797,45579.285,-16012.281,-0.3513061,562961842176,2,19040206
BTC,"Sun, 15 May 2022 04:54:39 GMT",29612.383,310.5293,1.0597578,38471.465,1652590380,29567.043,30166.775,29567.043 - 30166.775,27695147008,27695147008,27695147008,29403207052,48218086401,3261.8926,0.123788685,26350.49 - 68789.625,-39177.242,-0.56952256,26350.49,68789.625,40222.727,-10610.344,-0.26378977,45579.285,-15966.902,-0.3503105,563825868800,2,19040206
BTC,"Sun, 15 May 2022 04:55:39 GMT",29617.412,317.41406,1.0833317,38473.141333333333,1652590440,29567.043,30166.775,29567.043 - 30166.775,27682437120,27682437120,27682437120,29403207052,48218086401,3266.9219,0.123979546,26350.49 - 68789.625,-39172.21,-0.5694494,26350.49,68789.625,40222.727,-10605.314,-0.26366472,45579.285,-15961.873,-0.35020018,563921616896,2,19040206
BTC,"Sun, 15 May 2022 04:56:40 GMT",29627.234,348.32617,1.1896863,38476.415333333331,1652590500,29567.043,30166.775,29567.043 - 30166.775,27690493952,27690493952,27690493952,29403207052,48218086401,3276.7441,0.124352306,26350.49 - 68789.625,-39162.39,-0.5693067,26350.49,68789.625,40222.727,-10595.492,-0.26342052,45579.285,-15952.051,-0.34998468,564108656640,2,19040206
BTC,"Sun, 15 May 2022 05:06:46 GMT",29584.586,273.6953,0.93376553,38462.19933333333,1652591100,29567.043,30166.775,29567.043 - 30166.775,27518713856,27518713856,27518713856,29403207052,48218086401,3234.0957,0.122733794,26350.49 - 68789.625,-39205.04,-0.5699266,26350.49,68789.625,40222.727,-10638.141,-0.26448083,45579.285,-15994.699,-0.35092035,563296600064,2,19040206
